,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType
0,2021-09-30 09:30:00,2021-09-30 13:50:00,NIFTY30SEP2117650CE,57.55,27.45,-50,1505.0,Target hit
1,2021-09-30 09:30:00,2021-09-30 13:50:00,NIFTY30SEP2117650PE,47.8,35.75,-50,602.4999999999999,Target hit
